"game_id","move","turn","game_turn_id","ad_id","message","expires_in","probability","reward"
"12Pj8fk7",solve,42,59334,J8JtgrPi,Help defending village in Ravenwell from the intruders,4,Piece of cake,"131"
"12Pj8fk7",solve,42,59334,y3LrNlL4,Help defending village in Sharpdale from the intruders,3,Quite likely,"101"
"12Pj8fk7",solve,42,59334,A3ndpKgX,Help defending peninsula in Razorshore from the intruders,2,Hmmm....,"114"
"12Pj8fk7",solve,42,59334,HMUBoQZw,Help defending pasture in Bleakhole from the intruders,2,Walk in the park,"101"
"12Pj8fk7",solve,42,59334,Xi0JrQJc,Help defending meadow in Burnshole from the intruders,2,Gamble,"124"
"12Pj8fk7",solve,42,59334,lbHb6zFm,Help defending pasture in Blooddale from the intruders,1,Gamble,"97"
"12Pj8fk7",solve,42,59334,zouWgXa4,Help defending grassland in Metalport from the intruders,1,Hmmm....,"109"
"12Pj8fk7",solve,42,59334,ow2v59qW,Help defending grassland in Razorspring from the intruders,1,Gamble,"108"
"12Pj8fk7",solve,42,59334,WDPfcTzv,Help defending thrift shoppe in Ravenhole from the intruders,1,Piece of cake,"107"
"12Pj8fk7",buy,45,59343,yg2PXb1M,Help defending manor in Metalpine from the intruders,7,Suicide mission,"123"
"12Pj8fk7",buy,45,59343,"2i1IkXaU",Help defending island in Fangloft from the intruders,7,Playing with fire,"157"
"12Pj8fk7",buy,45,59343,RdErjjtY,Help defending village in Highhill from the intruders,6,Hmmm....,"138"
"12Pj8fk7",buy,45,59343,Qv2OvDGD,Help defending grassland in Metalshore from the intruders,6,Piece of cake,"115"
"12Pj8fk7",buy,45,59343,"3NzJFNK0",Help defending village in Penbury from the intruders,6,Piece of cake,"136"
"12Pj8fk7",buy,45,59343,rn2gmfuw,Help defending village in Thornscale from the intruders,6,Hmmm....,"146"
"12Pj8fk7",buy,45,59343,QXvZqSLj,Help defending steppe in Pendeen from the intruders,5,Walk in the park,"115"
"12Pj8fk7",buy,45,59343,"6Vji6tAZ",Help defending meadow in Millerfire from the intruders,5,Piece of cake,"147"
"12Pj8fk7",buy,45,59343,YQrkEUo9,Help defending plains in Newford from the intruders,5,Risky,"118"
"12Pj8fk7",buy,45,59343,ySMJo6DX,Help defending meadow in Whitescale from the intruders,3,Playing with fire,"120"
"12Pj8fk7",solve,46,59345,RdErjjtY,Help defending village in Highhill from the intruders,5,Hmmm....,"138"
"12Pj8fk7",solve,46,59345,"2i1IkXaU",Help defending island in Fangloft from the intruders,6,Rather detrimental,"157"
"12Pj8fk7",solve,46,59345,yg2PXb1M,Help defending manor in Metalpine from the intruders,6,Suicide mission,"123"
"12Pj8fk7",solve,46,59345,ySMJo6DX,Help defending meadow in Whitescale from the intruders,2,Playing with fire,"120"
"12Pj8fk7",solve,46,59345,YQrkEUo9,Help defending plains in Newford from the intruders,4,Risky,"118"
"12Pj8fk7",solve,46,59345,"6Vji6tAZ",Help defending meadow in Millerfire from the intruders,4,Piece of cake,"147"
"12Pj8fk7",solve,46,59345,QXvZqSLj,Help defending steppe in Pendeen from the intruders,4,Walk in the park,"115"
"12Pj8fk7",solve,46,59345,rn2gmfuw,Help defending village in Thornscale from the intruders,5,Quite likely,"146"
"12Pj8fk7",solve,46,59345,"3NzJFNK0",Help defending village in Penbury from the intruders,5,Piece of cake,"136"
"12Pj8fk7",solve,46,59345,Qv2OvDGD,Help defending grassland in Metalshore from the intruders,5,Piece of cake,"115"
"12Pj8fk7",buy,59,59382,J2HwP1hj,Help defending foggy riverside in Thornhill from the intruders,2,Hmmm....,"119"
"12Pj8fk7",buy,59,59382,wy9FU5kZ,Help defending forest in Whitegill from the intruders,7,Risky,"97"
"12Pj8fk7",buy,59,59382,AklHuqPv,Help defending hill in Ridgedale from the intruders,4,Hmmm....,"110"
"12Pj8fk7",buy,59,59382,E2ezwD9Y,Help defending cave in Millergill from the intruders,5,Playing with fire,"108"
"12Pj8fk7",buy,59,59382,"3kqeFN4M",Help defending well in Southmere from the intruders,5,Playing with fire,"112"
"12Pj8fk7",buy,59,59382,BAfBIIR1,Help defending rocky plains in Fallton from the intruders,7,Playing with fire,"137"
"12Pj8fk7",buy,59,59382,mQDuzpwy,Help defending forest in Orrincaster from the intruders,5,Suicide mission,"103"
"12Pj8fk7",buy,59,59382,"8KlYMAmY",Help defending church in Voiddeen from the intruders,6,Suicide mission,"86"
"12Pj8fk7",buy,59,59382,CoU6Borm,Help defending hill in Blackscale from the intruders,6,Suicide mission,"76"
"12Pj8fk7",buy,59,59382,x7GJxN98,Help defending foggy riverside in Ridgeham from the intruders,7,Suicide mission,"95"
"12Pj8fk7",solve,60,59385,E2ezwD9Y,Help defending cave in Millergill from the intruders,4,Playing with fire,"108"
"12Pj8fk7",solve,60,59385,x7GJxN98,Help defending foggy riverside in Ridgeham from the intruders,6,Suicide mission,"95"
"12Pj8fk7",solve,60,59385,CoU6Borm,Help defending hill in Blackscale from the intruders,5,Playing with fire,"76"
"12Pj8fk7",solve,60,59385,"8KlYMAmY",Help defending church in Voiddeen from the intruders,5,Suicide mission,"86"
"12Pj8fk7",solve,60,59385,mQDuzpwy,Help defending forest in Orrincaster from the intruders,4,Suicide mission,"103"
"12Pj8fk7",solve,60,59385,"3kqeFN4M",Help defending well in Southmere from the intruders,4,Playing with fire,"112"
"12Pj8fk7",solve,60,59385,AklHuqPv,Help defending hill in Ridgedale from the intruders,3,Hmmm....,"110"
"12Pj8fk7",solve,60,59385,J2HwP1hj,Help defending foggy riverside in Thornhill from the intruders,1,Hmmm....,"119"
"12Pj8fk7",solve,60,59385,wy9FU5kZ,Help defending forest in Whitegill from the intruders,6,Gamble,"97"
"12Pj8fk7",solve,60,59385,BAfBIIR1,Help defending rocky plains in Fallton from the intruders,6,Playing with fire,"137"
"12Pj8fk7",buy,70,59417,lARRizgX,Help defending foggy riverside in Eastton from the intruders,1,Rather detrimental,"92"
"12Pj8fk7",buy,70,59417,yOsduPIH,Help defending bog in Highcrest from the intruders,7,Impossible,"114"
"12Pj8fk7",buy,70,59417,KPvG3nqs,Help defending swamp in Metalhill from the intruders,6,Playing with fire,"132"
"12Pj8fk7",buy,70,59417,"0PJmmueE",Help defending mountains in Metaldale from the intruders,6,Suicide mission,"120"
"12Pj8fk7",buy,70,59417,cBHVrRco,Help defending dungeon in Redton from the intruders,5,Rather detrimental,"102"
"12Pj8fk7",buy,70,59417,"0OiFpxbT",Help defending castle in Ferntown from the intruders,4,Rather detrimental,"128"
"12Pj8fk7",buy,70,59417,AygyaWk0,Help defending palace in Whitescale from the intruders,3,Suicide mission,"116"
"12Pj8fk7",buy,70,59417,JaNxE1ce,Help defending tower in Ravendeen from the intruders,2,Risky,"110"
"12Pj8fk7",buy,70,59417,dKv83vRU,Help defending stronghold in Westshore from the intruders,2,Rather detrimental,"96"
"12Pj8fk7",buy,70,59417,wn8nuTJj,Help defending church in Lightshaw from the intruders,1,Risky,"118"
"12Pj8fk7",solve,71,59418,cBHVrRco,Help defending dungeon in Redton from the intruders,4,Rather detrimental,"102"
"12Pj8fk7",solve,71,59418,dKv83vRU,Help defending stronghold in Westshore from the intruders,1,Rather detrimental,"96"
"12Pj8fk7",solve,71,59418,JaNxE1ce,Help defending tower in Ravendeen from the intruders,1,Risky,"110"
"12Pj8fk7",solve,71,59418,AygyaWk0,Help defending palace in Whitescale from the intruders,2,Suicide mission,"116"
"12Pj8fk7",solve,71,59418,"0OiFpxbT",Help defending castle in Ferntown from the intruders,3,Rather detrimental,"128"
"12Pj8fk7",solve,71,59418,"0PJmmueE",Help defending mountains in Metaldale from the intruders,5,Suicide mission,"120"
"12Pj8fk7",solve,71,59418,KPvG3nqs,Help defending swamp in Metalhill from the intruders,5,Rather detrimental,"132"
"12Pj8fk7",solve,71,59418,yOsduPIH,Help defending bog in Highcrest from the intruders,6,Impossible,"114"
"12Pj8fk7",solve,71,59418,QQIzxvmD,Help defending tower in Greywater from the intruders,7,Suicide mission,"136"
"12Pj8fk7",solve,71,59418,zOJWhCOP,Help defending fort in Blooddeen from the intruders,7,Rather detrimental,"100"
"2Hdg66Zc",buy,12,49029,"4eosmQkV",Create an advertisement campaign for Artemiy Huldudóttir to promote their bucket based business,6,Suicide mission,"33"
"2Hdg66Zc",buy,12,49029,mOHr0VOd,Create an advertisement campaign for Ernesta Eymor to promote their pan based business,7,Hmmm....,"27"
"2Hdg66Zc",buy,12,49029,BmqXZs6j,Help Nastasia Milford to sell an unordinary beer mug on the local market,2,Piece of cake,"18"
"2Hdg66Zc",buy,12,49029,TWFzSJoc,Steal water delivery to Akuchi Endicott and share some of the profits with the people.,3,Piece of cake,"36"
"2Hdg66Zc",buy,12,49029,K24LZ4hZ,Help Perez Parsons to transport a magic clothes to field in Whiteburg,3,Piece of cake,"16"
"2Hdg66Zc",buy,12,49029,SgoJBX2l,Help Sepi Sessions to transport a magic house to plains in Blooddinny,3,Piece of cake,"15"
"2Hdg66Zc",buy,12,49029,UWgriNQo,Help Gideon Albertson to sell an unordinary sheep on the local market,3,Gamble,"20"
"2Hdg66Zc",buy,12,49029,oZhuhvCe,Help Flavian Clifton to transport a magic cat to meadow in Voidpeak,4,Gamble,"25"
"2Hdg66Zc",buy,12,49029,Ipdl3d7t,Help Goizane Dickinson to reach an agreement with Annalisa Treloar on the matters of disputed pot,5,Piece of cake,"17"
"2Hdg66Zc",buy,12,49029,RUStElPe,Create an advertisement campaign for Moyra Wakefield to promote their water based business,5,Playing with fire,"43"
"2Hdg66Zc",solve,13,49033,BmqXZs6j,Help Nastasia Milford to sell an unordinary beer mug on the local market,1,Piece of cake,"18"
"2Hdg66Zc",solve,13,49033,mOHr0VOd,Create an advertisement campaign for Ernesta Eymor to promote their pan based business,6,Hmmm....,"27"
"2Hdg66Zc",solve,13,49033,"4eosmQkV",Create an advertisement campaign for Artemiy Huldudóttir to promote their bucket based business,5,Playing with fire,"33"
"2Hdg66Zc",solve,13,49033,RUStElPe,Create an advertisement campaign for Moyra Wakefield to promote their water based business,4,Rather detrimental,"43"
"2Hdg66Zc",solve,13,49033,Ipdl3d7t,Help Goizane Dickinson to reach an agreement with Annalisa Treloar on the matters of disputed pot,4,Sure thing,"17"
"2Hdg66Zc",solve,13,49033,oZhuhvCe,Help Flavian Clifton to transport a magic cat to meadow in Voidpeak,3,Gamble,"25"
"2Hdg66Zc",solve,13,49033,UWgriNQo,Help Gideon Albertson to sell an unordinary sheep on the local market,2,Hmmm....,"20"
"2Hdg66Zc",solve,13,49033,SgoJBX2l,Help Sepi Sessions to transport a magic house to plains in Blooddinny,2,Piece of cake,"15"
"2Hdg66Zc",solve,13,49033,K24LZ4hZ,Help Perez Parsons to transport a magic clothes to field in Whiteburg,2,Piece of cake,"16"
"2Hdg66Zc",solve,13,49033,TWFzSJoc,Steal water delivery to Akuchi Endicott and share some of the profits with the people.,2,Piece of cake,"36"
"2Hdg66Zc",buy,27,49079,uLK27nQp,Investigate Štěpánka Radclyffe and find out their relation to the magic chicken.,1,Suicide mission,"166"
"2Hdg66Zc",buy,27,49079,hhXumnzG,Rescue Cássia Scarbrough from pasture in Ravenburg where they are attacked by angry beer mug,2,Quite likely,"37"
"2Hdg66Zc",buy,27,49079,Y8id7nEu,Rescue Clodagh Abramson from plains in Eastmountain where they are attacked by angry weed,3,Quite likely,"40"
"2Hdg66Zc",buy,27,49079,naLFZr1a,Rescue Heike Pierson from village in Southcrest where they are attacked by angry house,3,Risky,"26"
"2Hdg66Zc",buy,27,49079,LzFLBzgv,Rescue Nikolas Albinson from meadow in Highham where they are attacked by angry water,3,Rather detrimental,"35"
"2Hdg66Zc",buy,27,49079,QTQfof49,Rescue Eustorgius Christianson from field in Towerbane where they are attacked by angry beer mug,4,Gamble,"32"
"2Hdg66Zc",buy,27,49079,DVDOSYTo,Rescue Subrahmanya Masters from grassland in Burnsport where they are attacked by angry squirrel,4,Rather detrimental,"22"
"2Hdg66Zc",buy,27,49079,kTkd950F,Help defending steppe in Voiddean from the intruders,5,Piece of cake,"132"
"2Hdg66Zc",buy,27,49079,"6Bhssbje",Rescue Sumon Stainthorpe from thrift shoppe in Voidbury where they are attacked by angry turnips,5,Hmmm....,"31"
"2Hdg66Zc",solve,28,49082,DVDOSYTo,Rescue Subrahmanya Masters from grassland in Burnsport where they are attacked by angry squirrel,3,Risky,"22"
"2Hdg66Zc",solve,28,49082,hhXumnzG,Rescue Cássia Scarbrough from pasture in Ravenburg where they are attacked by angry beer mug,1,Quite likely,"37"
"2Hdg66Zc",solve,28,49082,Y8id7nEu,Rescue Clodagh Abramson from plains in Eastmountain where they are attacked by angry weed,2,Walk in the park,"40"
"2Hdg66Zc",solve,28,49082,naLFZr1a,Rescue Heike Pierson from village in Southcrest where they are attacked by angry house,2,Gamble,"26"
"2Hdg66Zc",solve,28,49082,LzFLBzgv,Rescue Nikolas Albinson from meadow in Highham where they are attacked by angry water,2,Rather detrimental,"35"
"2Hdg66Zc",solve,28,49082,QTQfof49,Rescue Eustorgius Christianson from field in Towerbane where they are attacked by angry beer mug,3,Gamble,"32"
"2Hdg66Zc",solve,28,49082,kTkd950F,Help defending steppe in Voiddean from the intruders,4,Piece of cake,"132"
"2Hdg66Zc",solve,28,49082,"6Bhssbje",Rescue Sumon Stainthorpe from thrift shoppe in Voidbury where they are attacked by angry turnips,4,Quite likely,"31"
